ID,Year,Config,AP,V_kud,BV_kud,Obs_RV,Hel_RV,High_Res_RV,ID_kud,RA,Dec,X,Y,Prob,2MASS,r_2mass,RA_2mass,Dec_2mass,J,Jerr,H,Herr,K,Kerr,IR_Flags,RA_deg,Dec_deg,EBV,Mv,Teff_BV,Teff_VK,Teff_JK,logg,logg_bv,Teff_Final,Logg_Final,Teff_Avg,Logg_Avg,Duplicated,idcombined,hcn,cn41,hwch,hcn_noscale,cn41_noscale,hwch_noscale,Branch,ofe,ofe_flag,nafe,nafe_flag,Teff_Cord,Teff_Ram,logg_Ram,cfe_avgofe,nfe_avgofe,cfe_cn41_avgofe,nfe_cn41_avgofe,[C/Fe],[N/Fe],Fit_x,[C/Fe]_cn41,[N/Fe]_cn41,Fit_y,[C/Fe]_cratio50,[N/Fe]_cratio50,Fit_cratio50,dis,m275,m336,m438,r_hst,deltahcn,deltacn41,deltahwch
KC-310,2014,f2,80.0,15.65,1.19,-19.2656,-21.977,-19.208,310,19:53:40.08,18:44:57.2,-85.41,-104.71,96,19534008+1844573,0.123,19:53:40.085,+18:44:57.30,13.568,0.033,12.921,0.036,12.903,0.034,AAA,298.417,18.7492222222,0.26,1.984,4750.814942,4921.663517,4944.249351,3.040197,2.952881,4921.663517,3.040197,4836.2392295,2.996539,False,310_f2_2014,-0.107,0.067,0.338,0.108,0.135,0.46,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.178496,0.558954,-0.1809,0.57213,-0.091159,0.588907,0.003,-0.189063,-1.626042,0.01005,-0.071779,0.628925,0.001414,0.0392154691066,99.999,99.999,99.999,99.999,-0.206488649201,-0.0550056574807,0.0194089963081
1749,2014,f2,88.0,17.34,0.97,-22.4172,-25.1286,99.0,1749,19:53:56.99,18:46:03.2,154.69,-38.79,80,19535699+1846031,0.073,19:53:56.993,+18:46:03.14,15.598,0.111,15.127,0.113,14.964,0.126,BBB,298.487458333,18.7675555556,0.3,3.55,5358.342,5469.599618,5121.46304,3.903566,3.859683,5469.599618,3.903566,5413.970809,3.8816245,False,1749_f2_2014,-0.212,0.029,0.313,0.002,0.094,0.43,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.06845,0.649981,0.069135,-0.568595,0.220735,0.660863,0.001414,0.111078,-1.035067,0.029732,0.239176,0.668297,0.002236,0.0430265599858,99.999,99.999,99.999,99.999,0.0288552201896,-0.0506792025993,0.0509533591154
1904,2014,f2,89.0,17.85,0.79,-19.0832,-21.7945,99.0,1904,19:53:40.82,18:44:15.6,-74.96,-146.34,92,19534081+1844156,0.084,19:53:40.814,+18:44:15.62,16.213,0.133,14.841,9.999,14.548,9.999,BUU,298.420083333,18.7376666667,0.3,4.06,5934.422523,4489.397893,3137.157176,3.632023,4.273544,5934.422523,4.273544,5934.422523,4.273544,False,1904_f2_2014,-0.463,0.001,0.216,-0.242,0.087,0.32,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.167454,0.250095,0.183594,0.648958,0.377968,0.178154,0.001,0.249377,-1.458187,0.050636,0.384363,0.19717,0.001,0.0471696180434,99.999,99.999,99.999,99.999,-0.0446354669587,-0.0447263729725,0.0351159252791
KC-341,2014,f2,91.0,16.32,1.07,-11.6887,-14.4001,99.0,341,19:53:47.02,18:48:50.1,13.12,128.11,95,19534702+1848501,0.108,19:53:47.027,+18:48:50.16,14.517,0.03,14.01,0.035,13.975,0.034,AAA,298.445916667,18.8139166667,0.28,2.592,5043.754882,5451.505375,5468.876272,3.513352,3.34124,5451.505375,3.513352,5247.6301285,3.427296,True,341_f2_2014,0.192,0.164,0.288,0.424,0.243,0.417,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.009893,1.300354,0.009476,1.300514,0.146544,1.335885,0.006,-0.003456,1.267465,0.002,0.160718,1.458125,0.002,0.0347851458946,99.999,99.999,99.999,99.999,0.424575399781,0.0977485449345,0.0233809759973
KC-196,2014,f2,92.0,15.6,1.17,-18.301,-21.0123,-26.718,196,19:53:52.83,18:47:37.6,95.59,55.66,80,19535282+1847376,0.055,19:53:52.830,+18:47:37.65,13.556,0.039,12.951,0.032,12.906,0.031,AAA,298.470125,18.7937777778,0.28,1.872,4821.253511,5027.901795,5029.077528,3.045919,2.945072,5027.901795,3.045919,4924.577653,2.9954955,True,196_f2_2014,0.226,0.201,0.307,0.448,0.275,0.426,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.238999,1.1794,-0.238559,1.321309,-0.179369,1.183141,0.002,-0.300291,1.181155,0.001414,-0.173888,1.346717,0.002236,0.0289506964862,99.999,99.999,99.999,99.999,0.199780871523,0.0999385672027,-0.00376573455104
1281,2014,f2,94.0,17.56,0.99,-18.1241,-20.8354,99.0,1281,19:53:39.33,18:46:37.2,-96.22,-4.72,94,19533931+1846372,0.222,19:53:39.314,+18:46:37.21,15.7,0.084,15.473,0.115,15.469,0.172,ABC,298.413875,18.777,0.29,3.801,5275.159321,5833.045343,7535.351184,4.135862,3.926026,5833.045343,4.135862,5554.102332,4.030944,False,1281_f2_2014,0.08,0.08,0.253,0.302,0.157,0.372,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.228339,1.428051,0.229572,0.981433,0.417002,1.456189,0.002,0.251213,0.948267,0.001,0.42866,1.532755,0.002236,0.028330458542,99.999,99.999,99.999,99.999,0.453873382987,0.0218152888073,0.0524505148186
A2,2015,br1,3.0,14.53,1.2,-28.2736,-11.8918,-20.915,171,19:53:54.19,18:45:32.7,114.93,-69.27,96,19535419+1845327,0.03,19:53:54.192,+18:45:32.72,12.286,0.027,11.631,0.029,11.584,0.022,AAA,298.475791667,18.7590833333,0.28,0.802,4768.225472,4759.090265,4846.675094,2.484505,2.489363,4759.090265,2.484505,4763.6578685,2.486934,True,171_br1_2015,-0.039,0.108,0.336,0.165,0.175,0.459,0,0.393,carr_g,0.345,carr_g,-99.999,-99.999,-99.999,-0.320055,0.672931,-0.318791,0.672738,-0.222025,0.659655,0.001,-0.330993,0.187332,0.001,-0.208909,0.729255,0.001,0.0364312079352,99.999,99.999,99.999,99.999,-0.239385180456,-0.0450737921947,0.00761659448402
1-107,2015,br1,4.0,13.7,1.13,-42.2792,-25.8974,-23.8,68,19:53:42.88,18:46:37.4,-45.68,-4.55,93,19534288+1846374,0.074,19:53:42.884,+18:46:37.45,11.592,0.025,11.044,0.029,10.966,0.018,AAA,298.428666667,18.7770555556,0.29,-0.059,4912.38119,5006.936825,5135.761979,2.263754,2.218455,5006.936825,2.263754,4959.6590075,2.2411045,False,68_br1_2015,0.008,0.108,0.325,0.207,0.173,0.44,1,99.0,cord,0.33,cord,5062.0,-99.999,-99.999,-0.242998,0.792087,-0.241749,0.718471,-0.109639,0.780878,0.002236,-0.242067,0.481954,0.001,-0.086524,0.816011,0.002828,0.0144007207116,17.82,15.55,14.89,2.04740426346e-05,-0.0328354051942,-0.0047231882954,0.0125887906403
1-1,2015,br1,14.0,14.03,1.26,-45.2437,-28.8619,-24.06333333,44,19:53:52.35,18:44:54.2,88.97,-107.79,96,19535236+1844542,0.233,19:53:52.366,+18:44:54.22,11.717,0.048,11.071,0.047,10.953,0.037,AAA,298.468125,18.7483888889,0.28,0.302,4665.687417,4630.468134,4649.731972,2.214873,2.235464,4630.468134,2.214873,4648.0777755,2.2251685,False,44_br1_2015,0.361,0.326,0.305,0.568,0.402,0.418,0,0.16,cord,0.45,cord,4605.0,4700.0,2.05,-0.508082,1.508865,-0.509668,1.658996,-0.520596,1.375958,0.002236,-0.627551,1.490684,0.0,-0.532568,1.581067,0.002236,0.0385158219035,99.999,99.999,99.999,99.999,0.100775877049,0.152277871738,-0.0296501011281
1-33,2015,br1,16.0,14.31,1.03,-39.6351,-23.2533,-19.4,88,19:53:50.44,18:47:05.6,61.5,23.68,95,19535043+1847056,0.139,19:53:50.431,+18:47:05.65,12.311,0.033,11.812,0.032,11.724,0.028,AAA,298.460166667,18.7848888889,0.28,0.582,5143.401869,5151.544064,5274.560406,2.585635,2.582059,5151.544064,2.585635,5147.4729665,2.583847,False,88_br1_2015,-0.051,0.093,0.32,0.148,0.158,0.433,2,0.62,cord,0.18,cord,5130.0,-99.999,-99.999,-0.149565,0.760988,-0.149362,0.731618,0.040754,0.770007,0.001,-0.085793,0.463057,0.001,0.05144,0.818882,0.001414,0.0165898991048,18.212,16.102,15.556,3.39817125661e-05,0.0079984693444,-0.00404306540702,0.0200565802144
KC-202,2015,br1,21.0,15.17,1.12,-59.7235,-43.3417,-26.339,202,19:53:50.68,18:48:47.7,64.95,125.7,96,19535067+1848476,0.107,19:53:50.673,+18:48:47.68,13.046,0.047,12.463,0.04,12.364,0.037,AAA,298.461166667,18.81325,0.28,1.442,4912.38119,4905.055533,4914.840803,2.815255,2.818855,4905.055533,2.815255,4908.7183615,2.817055,False,202_br1_2015,0.256,0.247,0.292,0.458,0.316,0.403,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.381719,1.29173,-0.370413,1.497678,-0.333627,1.27531,0.007,-0.443761,1.374931,0.0,-0.323087,1.459041,0.002,0.0378541439438,99.999,99.999,99.999,99.999,0.145375477148,0.123324193559,-0.0277043591011
KC-152,2015,br1,24.0,15.03,1.26,-51.1767,-34.7949,-21.553,152,19:53:39.90,18:44:22.9,-88.12,-139.09,93,19533989+1844229,0.088,19:53:39.894,+18:44:22.92,12.737,0.032,12.08,0.029,11.981,0.022,AAA,298.41625,18.7396944444,0.3,1.24,4699.359116,4700.064319,4700.397476,2.62767,2.62728,4700.064319,2.62767,4699.7117175,2.627475,True,152_br1_2015,-0.136,0.052,0.345,0.1,0.127,0.471,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.239475,0.461192,-0.242171,0.306541,-0.189419,0.497528,0.001,-0.235156,-1.581771,0.041231,-0.166163,0.541573,0.001,0.0472887676059,99.999,99.999,99.999,99.999,-0.366664304107,-0.106088890945,0.0136005311928
1-64,2015,br1,29.0,13.1,1.53,-35.723,-19.3412,-17.88666667,65,19:53:46.15,18:47:26.0,0.76,44.08,96,19534615+1847261,0.128,19:53:46.155,+18:47:26.11,10.336,0.029,9.543,0.032,9.395,0.02,AAA,298.442291667,18.7905555556,0.27,-0.597,4241.536455,4158.62106,4175.786618,1.536683,1.600218,4158.62106,1.536683,4200.0787575,1.5684505,False,65_br1_2015,0.02,0.202,0.355,0.228,0.281,0.482,0,0.44,cord,0.36,cord,4195.0,4200.0,1.35,-0.630299,1.367103,-0.639311,1.140409,-0.562035,1.253955,0.002236,-0.63854,-0.054689,0.001,-0.562035,1.253955,0.002236,0.0114400440083,19.947,16.407,14.782,3.9435556097e-05,-0.184534801919,-0.0927800402657,0.00503463106512
1-90,2015,br1,30.0,14.7,1.09,-35.1994,-18.8176,-24.63,148,19:53:42.75,18:45:00.4,-47.53,-101.52,94,19534274+1845004,0.082,19:53:42.750,+18:45:00.48,12.619,0.03,12.018,0.035,11.922,0.025,AAA,298.428125,18.7501111111,0.26,1.034,4931.033328,4888.815787,4834.706708,2.644026,2.66476,4888.815787,2.644026,4909.9245575,2.654393,False,148_br1_2015,0.169,0.252,0.297,0.37,0.325,0.41,0,0.333,carr_g,0.429,carr_g,-99.999,-99.999,-99.999,-0.412724,1.144182,-0.406907,1.512716,-0.31719,1.107649,0.002,-0.42777,1.352253,0.001,-0.309874,1.248436,0.001,0.0326120859116,99.999,99.999,99.999,99.999,0.0476202928377,0.129624503488,-0.0237662953969
1-6,2015,br1,31.0,14.75,1.05,-31.6998,-15.318,-18.611,236,19:53:48.17,18:45:24.3,29.44,-77.69,94,19534817+1845243,0.054,19:53:48.173,+18:45:24.34,12.588,0.038,11.995,0.04,11.92,0.027,AAA,298.450708333,18.75675,0.26,1.084,5043.754882,4833.409434,4933.714366,2.636109,2.73804,4833.409434,2.636109,4938.582158,2.6870745,True,236_br1_2015,-0.095,0.095,0.315,0.099,0.159,0.429,0,0.443,carr_g,0.233,carr_g,-99.999,-99.999,-99.999,-0.369257,0.669251,-0.362054,0.580798,-0.238581,0.672417,0.002,-0.345399,-0.07682,0.001,-0.23941,0.735127,0.002,0.0234025491195,19.387,16.842,16.093,2.89648254421e-05,-0.251833464319,-0.0462472583606,-0.00919997438842
S232,2015,br1,36.0,13.44,1.45,-42.1616,-25.7798,-26.18,49,19:53:57.64,18:47:57.0,163.87,75.07,95,19535764+1847570,0.105,19:53:57.644,+18:47:57.09,10.906,0.029,10.192,0.032,10.042,0.018,AAA,298.490166667,18.7991666667,0.28,-0.288,4368.946682,4373.677286,4371.751029,1.817219,1.814016,4373.677286,1.817219,4371.311984,1.8156175,False,49_br1_2015,0.343,0.366,0.317,0.562,0.452,0.438,0,0.23,cord,0.66,cord,4340.0,-99.999,-99.999,-0.617674,1.832548,-0.619447,1.82212,-0.653072,1.633045,0.002,-0.738285,1.608459,0.001,-0.653072,1.633045,0.002,0.0483048748082,99.999,99.999,99.999,99.999,0.0505097871955,0.13307654891,-0.0273482151315
1-62,2015,br1,51.0,14.49,1.12,-38.8246,-22.4428,-24.1,123,19:53:40.60,18:48:28.3,-77.92,106.37,94,19534061+1848284,0.201,19:53:40.611,+18:48:28.43,12.398,0.032,11.828,0.031,11.757,0.024,AAA,298.419166667,18.8078611111,0.32,0.638,5019.596643,5082.141827,5127.564377,2.577145,2.548463,5082.141827,2.577145,5050.869235,2.562804,False,123_br1_2015,-0.085,0.096,0.316,0.118,0.162,0.431,2,99.0,cord,-0.1,cord,4985.0,-99.999,-99.999,-0.216713,0.701497,-0.217743,0.667788,-0.066232,0.690493,0.003162,-0.197425,0.346139,0.0,-0.050754,0.730827,0.001,0.0368993558687,99.999,99.999,99.999,99.999,-0.0734624332059,-0.00680272414823,0.00973951460706
1-77,2015,br1,70.0,12.65,1.73,-47.7365,-31.3547,-26.218,37,19:53:37.58,18:47:28.5,-121.09,46.53,90,19533757+1847286,0.135,19:53:37.574,+18:47:28.60,9.503,0.027,8.678,0.026,8.421,0.017,AAA,298.406583333,18.79125,0.31,-1.171,4032.993258,3935.22102,3918.980244,1.106893,1.200967,3935.22102,1.106893,3984.107139,1.15393,False,37_br1_2015,-0.076,0.214,0.345,0.145,0.304,0.489,0,0.396,carr_u,0.509,carr_u,-99.999,-99.999,-99.999,-1.074669,2.465824,-1.534312,2.277524,-1.282223,2.488983,0.008062,-1.384375,-0.629167,0.039013,-1.282223,2.488983,0.008062,0.0371574715143,99.999,99.999,99.999,99.999,-0.0771846147297,-0.0980604036304,-0.00717718802653
1-28,2015,br1,78.0,14.79,1.21,-43.7789,-27.3971,-22.505,190,19:53:55.34,18:47:24.7,131.31,42.74,94,19535534+1847247,0.074,19:53:55.345,+18:47:24.73,12.637,0.035,12.039,0.04,11.932,0.033,AAA,298.480583333,18.7901944444,0.28,1.062,4750.814942,4850.083494,4836.654857,2.635798,2.584081,4850.083494,2.635798,4800.449218,2.6099395,False,190_br1_2015,-0.109,0.092,0.336,0.109,0.158,0.456,0,0.437,carr_g,0.039,carr_g,-99.999,-99.999,-99.999,-0.262901,0.554127,-0.270453,0.518007,-0.150041,0.563424,0.003,-0.256252,-0.039492,0.001,-0.141537,0.618427,0.00141,0.0366028912286,99.999,99.999,99.999,99.999,-0.255390737442,-0.0441690766181,0.0128035082648
1-93,2015,br1,80.0,14.75,1.2,-46.0787,-29.6969,-19.97,229,19:53:42.51,18:45:42.6,-51.03,-59.4,91,19534250+1845425,0.053,19:53:42.507,+18:45:42.58,12.606,0.046,12.003,0.04,11.91,0.03,AAA,298.427125,18.7618333333,0.26,1.084,4733.534672,4823.39485,4838.037568,2.630974,2.583574,4823.39485,2.630974,4778.464761,2.607274,False,229_br1_2015,0.253,0.249,0.31,0.468,0.32,0.425,0,0.326,carr_g,0.43,carr_g,-99.999,-99.999,-99.999,-0.377235,1.220295,-0.375061,1.441196,-0.302316,1.18379,0.001414,-0.407638,1.282205,0.001,-0.300384,1.388397,0.00223,0.0234080752177,19.147,16.789,16.006,1.83798198568e-05,0.090000727918,0.112859760551,-0.0147907897759
1-58,2015,br1,92.0,14.88,1.23,-39.9581,-23.5763,-24.678,115,19:53:45.22,18:48:38.3,-12.52,116.32,96,19534521+1848383,0.035,19:53:45.218,+18:48:38.31,12.697,0.048,12.055,0.049,11.998,0.044,AAA,298.438416667,18.8106388889,0.28,1.152,4716.383208,4824.860139,4856.747951,2.658927,2.60144,4824.860139,2.658927,4770.6216735,2.6301835,True,115_br1_2015,0.259,0.253,0.3,0.477,0.328,0.416,0,99.0,cord,0.55,cord,4845.0,-99.999,-99.999,-0.406636,1.279468,-0.410629,1.514509,-0.35929,1.251495,0.003606,-0.465747,1.346571,0.003,-0.339435,1.436241,0.00223,0.0318410221401,99.999,99.999,99.999,99.999,0.0968976812715,0.121138798342,-0.024704892946
1-75,2015,br1,94.0,14.85,1.29,-33.2237,-16.8419,-21.6,217,19:53:41.57,18:47:42.9,-64.29,60.99,96,19534157+1847430,0.131,19:53:41.571,+18:47:43.03,12.619,0.029,12.026,0.029,11.94,0.022,AAA,298.423208333,18.79525,0.3,1.06,4649.037047,4840.618404,4955.443413,2.630189,2.528971,4840.618404,2.630189,4744.8277255,2.57958,True,217_br1_2015,0.265,0.256,0.299,0.479,0.33,0.415,0,99.0,cord,0.62,cord,4870.0,-99.999,-99.999,-0.41959,1.298736,-0.402667,1.520021,-0.352652,1.23847,0.002,-0.46141,1.350634,0.001,-0.34775,1.447419,0.00316,0.0251881537917,99.999,99.999,99.999,99.999,0.112655133074,0.126094887528,-0.0247691877909
K,2015,br1,96.0,14.83,1.21,-40.0787,-23.6969,-24.165,160,19:53:46.68,18:44:42.3,8.3,-119.65,89,19534668+1844424,0.109,19:53:46.682,+18:44:42.41,12.709,0.025,12.078,0.029,12.004,0.018,AAA,298.4445,18.7450833333,0.26,1.164,4716.383208,4838.152004,4808.267217,2.670531,2.60624,4838.152004,2.670531,4777.267606,2.6383855,False,160_br1_2015,-0.005,0.114,0.331,0.202,0.18,0.45,0,0.546,carr_g,0.274,carr_g,-99.999,-99.999,-99.999,-0.29844,0.750057,-0.299484,0.581843,-0.129814,0.770829,0.002,-0.230903,0.457787,0.003,-0.117595,0.845488,0.00141,0.0341193026779,99.999,99.999,99.999,99.999,-0.158885151015,-0.0243623642729,0.00708290570524
1-54,2016,br2,2.0,14.49,1.03,-30.659,-14.4076,-23.25,205,19:53:48.38,18:48:44.9,32.48,122.98,96,19534838+1848449,0.157,19:53:48.389,+18:48:44.99,12.567,0.038,12.051,0.037,11.95,0.031,AAA,298.451583333,18.8124722222,0.28,0.762,5143.401869,5206.984758,5154.060486,2.681649,2.654059,5206.984758,2.681649,5175.1933135,2.667854,False,205_br2_2016,-0.167,0.1,0.292,0.049,0.185,0.424,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.209825,0.70221,-0.206884,0.908557,-0.053014,0.685319,0.003162,-0.179675,0.619889,0.002236,-0.042042,0.728807,0.002,0.0341026634282,99.999,99.999,99.999,99.999,-0.0714314512678,0.0274353723072,-0.0024236126575
X,2016,br2,15.0,14.4,1.07,-35.4994,-19.248,-20.8,153,19:53:41.09,18:44:11.2,-71.13,-150.75,96,19534108+1844112,0.049,19:53:41.090,+18:44:11.25,12.388,0.025,11.837,0.029,11.814,0.022,AAA,298.421208333,18.7364444444,0.3,0.61,5092.964908,5203.061407,5365.63704,2.619168,2.570825,5203.061407,2.619168,5148.0131575,2.5949965,True,153_br2_2016,0.19,0.157,0.271,0.402,0.236,0.392,2,99.0,cord,0.17,cord,5145.0,-99.999,-99.999,-0.289376,1.297154,-0.290071,1.3212,-0.142549,1.278303,0.001,-0.280244,1.118942,0.001,-0.126802,1.40288,0.003,0.047764608482,99.999,99.999,99.999,99.999,0.283031410521,0.0781434564909,-0.0238285586205
KC-177,2016,br2,16.0,14.4,1.09,-37.7932,-21.5418,-24.894,177,19:53:56.81,18:45:55.8,152.08,-46.14,88,19535681+1845557,0.041,19:53:56.813,+18:45:55.79,12.426,0.035,11.865,0.033,11.769,0.022,AAA,298.486708333,18.7655,0.3,0.61,5043.754882,5150.799172,5034.909346,2.596508,2.54844,5150.799172,2.596508,5097.277027,2.572474,False,177_br2_2016,-0.117,0.114,0.277,0.088,0.192,0.406,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.292737,0.797701,-0.292955,0.986687,-0.156958,0.808124,0.002236,-0.29231,0.759279,0.001,-0.152197,0.850715,0.001,0.0429541041373,99.999,99.999,99.999,99.999,-0.0585024159603,0.0298914081865,-0.0230146588868
1-2,2016,br2,17.0,14.79,1.23,-40.6165,-24.3651,-24.8,167,19:53:51.44,18:45:25.3,75.87,-76.61,65,19535144+1845253,0.093,19:53:51.443,+18:45:25.38,12.649,0.035,12.042,0.033,11.955,0.027,AAA,298.464333333,18.7570277778,0.28,1.062,4716.383208,4874.238758,4873.654058,2.647961,2.56544,4874.238758,2.647961,4795.310983,2.6067005,False,167_br2_2016,0.023,0.161,0.321,0.244,0.248,0.464,0,99.95,carr_g,0.313,carr_g,-99.999,-99.999,-99.999,-0.301042,0.801198,-0.300209,1.090545,-0.212824,0.820249,0.001414,-0.312269,0.871599,0.001,-0.193147,0.903442,0.00223,0.0295417725396,99.999,99.999,99.999,99.999,-0.107906209007,0.0501263685989,-0.000697572838042
1-94,2016,br2,25.0,14.51,0.96,-55.2564,-39.005,-25.361,225,19:53:40.88,18:46:01.5,-74.12,-40.45,95,19534088+1846015,0.074,19:53:40.882,+18:46:01.57,12.576,0.039,12.071,0.075,12.013,0.038,AAA,298.420333333,18.7670833333,0.26,0.844,5275.159321,5205.610226,5339.212634,2.713861,2.743226,5205.610226,2.713861,5240.3847735,2.7285435,False,225_br2_2016,-0.13,0.095,0.274,0.084,0.178,0.402,2,0.75,ram,0.25,ram,-99.999,5300.0,2.4,-0.26216,0.810598,-0.263046,0.888403,-0.060499,0.840502,0.001,-0.178602,0.568044,0.001,-0.047583,0.881208,0.001,0.025228512882,17.803,15.939,15.502,5.59066684046e-06,-0.0353193666901,0.020333518422,-0.0205657359208
1-101,2016,br2,26.0,14.27,1.0,-36.4076,-20.1562,-19.5,97,19:53:44.96,18:46:19.4,-16.14,-22.55,96,19534496+1846194,0.04,19:53:44.961,+18:46:19.44,12.383,0.044,11.899,0.04,11.852,0.038,AAA,298.437333333,18.7720555556,0.28,0.542,5221.45567,5356.706252,5519.059849,2.655824,2.599825,5356.706252,2.655824,5289.080961,2.6278245,False,97_br2_2016,0.042,0.159,0.219,0.268,0.248,0.344,2,0.37,cord,0.35,cord,5295.0,-99.999,-99.999,-0.341193,1.372511,-0.344698,1.540642,-0.145092,1.325237,0.002236,-0.295467,1.206899,0.001,-0.143708,1.402822,0.001414,0.00934843023679,17.811,15.958,15.41,8.53305845937e-06,0.226881615279,0.0991428288121,-0.0582633538511
1-51,2016,br2,28.0,14.36,1.26,-41.3796,-25.1282,-22.77,53,19:53:51.20,18:48:30.9,72.42,108.9,91,19535120+1848308,0.058,19:53:51.204,+18:48:30.89,12.001,0.048,11.294,0.046,11.22,0.039,EEA,298.463333333,18.8085833333,0.28,0.632,4665.687417,4577.907771,4599.233438,2.315511,2.367464,4665.687417,2.367464,4665.687417,2.367464,True,53_br2_2016,-0.065,0.113,0.326,0.143,0.204,0.479,0,99.0,cord,0.2,cord,4660.0,-99.999,-99.999,-0.369116,0.651906,-0.371071,0.684976,-0.301546,0.677091,0.002,-0.401435,0.039457,0.001,-0.287741,0.737933,0.002,0.0347689143025,99.999,99.999,99.999,99.999,-0.311170814171,-0.0371407430449,-0.00704395388767
1-35,2016,br2,35.0,13.61,1.35,-46.4755,-30.2241,-21.02,99,19:53:49.16,18:46:51.2,43.48,9.21,93,19534916+1846512,0.067,19:53:49.164,+18:46:51.22,11.151,0.035,10.434,0.031,10.301,0.025,AAA,298.454833333,18.7808888889,0.28,-0.118,4520.11105,4440.377654,4408.043568,1.929411,1.980082,4440.377654,1.929411,4480.244352,1.9547465,False,99_br2_2016,0.146,0.313,0.29,0.352,0.402,0.419,0,99.95,carr_g,0.408,carr_g,-99.999,-99.999,-99.999,-0.727959,1.445495,-0.723716,1.860535,-0.638856,1.369664,0.002828,-0.733562,1.593107,0.001,-0.638856,1.369664,0.002828,0.0106681851414,19.289,16.342,15.064,2.21589237733e-05,-0.15141331813,0.101644710392,-0.0521375286124
A9,2016,br2,46.0,12.94,1.57,-39.7807,-23.5293,-24.99,2,19:53:37.47,18:44:59.6,-122.55,-102.3,94,19533747+1844596,0.092,19:53:37.474,+18:44:59.68,9.955,0.025,9.194,0.029,9.052,0.02,AAA,298.406125,18.7498888889,0.3,-0.85,4227.851275,4091.422761,4295.575506,1.38043,1.488826,4091.422761,1.38043,4159.637018,1.434628,True,2_br2_2016,0.031,0.212,0.358,0.253,0.303,0.504,0,0.36,cord,0.13,cord,4025.0,-99.999,-99.999,-0.690985,1.66172,-0.69539,1.293705,-0.729453,1.516999,0.001,-0.781211,-0.878045,0.003,-0.729453,1.516999,0.001,0.0460993970411,99.999,99.999,99.999,99.999,-0.123397970036,-0.0838284223581,0.00687071768915
1-71,2016,br2,72.0,13.54,1.44,-44.3154,-28.064,-22.605,66,19:53:43.73,18:47:33.6,-33.63,51.62,96,19534373+1847336,0.061,19:53:43.732,+18:47:33.65,10.971,0.03,10.223,0.031,10.094,0.022,AAA,298.432208333,18.7926666667,0.3,-0.25,4413.19095,4370.436833,4360.469874,1.830226,1.858811,4370.436833,1.830226,4391.8138915,1.8445185,False,66_br2_2016,0.082,0.164,0.345,0.31,0.253,0.494,0,0.384,carr_g,0.436,carr_g,-99.999,-99.999,-99.999,-0.473571,1.038989,-0.465619,0.889089,-0.438547,1.002974,0.002,-0.520601,0.245594,0.0,-0.438547,1.002974,0.002,0.017321554263,19.618,16.364,15.063,1.46988283914e-05,-0.209989874456,-0.0668223104758,0.000549625927165
1-18,2016,br2,73.0,14.43,1.07,-44.9229,-28.6714,-24.872,83,19:53:51.84,18:46:04.9,81.64,-37.07,96,19535184+1846049,0.149,19:53:51.850,+18:46:04.95,12.395,0.044,11.844,9.999,11.781,9.999,AUU,298.466,18.7680277778,0.28,0.702,5043.754882,5078.557584,5165.806076,2.601123,2.58524,5043.754882,2.58524,5043.754882,2.58524,False,83_br2_2016,-0.132,0.09,0.306,0.083,0.177,0.449,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.300953,0.668936,-0.28951,0.555934,-0.1493,0.659736,0.001414,-0.275828,0.168484,0.001,-0.13908,0.699041,0.002,0.0238777133286,18.132,16.079,15.533,4.82369320209e-05,-0.147161318413,0.00386033994334,-0.00348654217739
1-48,2016,br2,76.0,14.39,1.07,-40.0718,-23.8204,-24.127,193,19:53:55.61,18:48:08.3,134.99,86.38,96,19535560+1848083,0.096,19:53:55.605,+18:48:08.37,12.443,0.03,11.933,0.032,11.883,0.028,AAA,298.481708333,18.8023055556,0.28,0.662,5043.754882,5246.088321,5389.090619,2.658253,2.56924,5246.088321,2.658253,5144.9216015,2.6137465,False,193_br2_2016,0.086,0.13,0.272,0.329,0.225,0.412,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.217673,1.140132,-0.220309,1.191452,-0.089581,1.149843,0.001,-0.240354,0.944917,0.001,-0.077984,1.233093,0.00223,0.0427586609391,99.999,99.999,99.999,99.999,0.206367279559,0.0701501011003,-0.0182654231355
